id,predicted_price
0,365577.42333333334
1,843816.9666666667
2,1021550.4566666667
3,2054355.5
4,736531.3466666667
5,252701.96
6,843395.1066666667
7,608432.15
8,420302.8433333333
9,533277.8066666666
10,662181.4
11,392657.36
12,259213.55
13,327126.8333333333
14,301795.44444444444
15,1113184.8033333332
16,857788.4811111111
17,935994.3
18,384630.2966666667
19,422331.30666666664
20,445411.99111111107
21,1099341.5
22,692344.55
23,582623.9344444444
24,528907.54
25,526132.8
26,250397.93
27,208728.83333333334
28,322062.36333333334
29,565081.1257142856
30,345087.07
31,432331.3433333333
32,541302.0388888889
33,233740.01666666666
34,436400.7444444445
35,1005258.1933333334
36,855977.43
37,434625.92
38,401350.88666666666
39,1792162.7666666666
40,523568.2833333333
41,251824.12666666668
42,312013.2266666667
43,411787.86666666664
44,324533.5622222222
45,264599.92
46,440233.57666666666
47,485569.88222222216
48,408049.46
49,808041.2
50,514759.48
51,547391.11
52,466581.22
53,523803.9666666667
54,528763.2566666667
55,1223403.1666666667
56,320740.7366666667
57,708676.68
58,460456.16333333333
59,693194.7933333333
60,410938.2
61,298740.1066666667
62,226108.08
63,603878.3066666666
64,426038.8333333333
65,180700.1
66,334566.79333333333
67,931128.1633333333
68,588449.48
69,939261.64
70,344954.34
71,377404.00333333336
72,792174.8866666667
73,945509.1811111111
74,458022.8333333333
75,906750.4533333334
76,1191960.1666666667
77,206129.52
78,585508.4355555556
79,1333881.3666666667
80,747500.75
81,436372.4733333333
82,674707.3033333333
83,247206.57
84,981415.0
85,485014.55333333334
86,428472.61
87,752323.0833333334
88,413356.24
89,468981.15
90,239136.24
91,410265.48
92,614098.5633333334
93,1210065.2333333334
94,579732.0
95,500381.74
96,264440.54
97,249134.19
98,746232.4533333334
99,521754.6666666667
100,247036.97111111108
101,1282918.39
102,545441.09
103,323954.27
104,1060082.2333333334
105,270150.70666666667
106,493672.49
107,470197.9033333333
108,714812.66
109,2084391.1666666667
110,336042.28
111,244506.66666666666
112,587052.9166666666
113,754660.6233333333
114,541316.2733333333
115,292762.84
116,234593.2288888889
117,331817.8933333333
118,301173.7344444444
119,443725.94333333336
120,523271.0188888889
121,446710.7766666667
122,457113.42
123,222761.43333333332
124,415894.50666666665
125,782082.3766666667
126,212738.01333333334
127,908984.1666666666
128,300696.0933333333
129,398993.2766666667
130,457498.06833333336
131,426570.4788888889
132,322774.69333333336
133,807453.7266666667
134,280737.63333333336
135,576177.8333333334
136,364410.8
137,304544.91333333333
138,1163285.6
139,629754.5033333333
140,519199.76666666666
141,710467.5166666667
142,739970.2833333333
143,410171.6666666667
144,228341.99333333335
145,357404.15
146,388177.63333333336
147,185620.46666666667
148,421087.24333333335
149,544688.0211111112
150,808200.7066666667
151,848881.1266666667
152,548187.26
153,1754595.9333333333
154,842217.46
155,987123.4833333333
156,590868.5
157,395902.2166666667
158,593744.71
159,343571.94666666666
160,713815.0233333333
161,437506.07
162,262464.2366666667
163,317707.2
164,329599.45666666667
165,352700.7522222222
166,201883.21833333332
167,263577.88
168,571034.72
169,355516.61
170,713594.6066666667
171,362719.99333333335
172,269468.9766666667
173,655760.7233333334
174,389968.00333333336
175,349777.33
176,245158.58666666667
177,506507.0
178,242442.17777777778
179,365392.32777777774
180,283447.18666666665
181,483914.5833333333
182,533302.4333333333
183,685160.2533333333
184,845857.0
185,356508.5233333333
186,164106.39444444442
187,494685.00333333336
188,596415.8333333334
189,511027.68
190,216341.26
191,840994.52
192,916844.2333333333
193,880823.0766666667
194,325818.69
195,527853.33
196,429356.98333333334
197,1528775.5666666667
198,632460.83
199,420156.9666666667
200,471691.80333333334
201,306836.7
202,611589.9
203,1334515.31
204,926153.2933333333
205,358619.86666666664
206,601665.1
207,309966.51666666666
208,609082.3
209,768105.7833333333
210,320126.94333333336
211,275696.32666666666
212,500092.55333333334
213,452201.6666666667
214,379553.17333333334
215,707135.2466666667
216,627235.8333333334
217,302115.3077777778
218,471089.33
219,496336.31333333335
220,2191057.4
221,549662.2366666667
222,683052.89
223,285753.55833333335
224,549210.48
225,574515.95
226,542875.1866666666
227,1052321.56
228,856819.85
229,341711.11333333334
230,337011.81333333335
231,260145.30555555556
232,723426.4233333333
233,203157.69333333333
234,341017.63
235,306554.76666666666
236,203446.04333333333
237,302917.6
238,2421650.6666666665
239,390305.92333333334
240,342437.62333333335
241,529462.37
242,677751.4233333333
243,326428.43
244,379297.94333333336
245,322221.81666666665
246,403731.5266666667
247,549552.9133333333
248,1013844.2466666667
249,669654.8533333334
250,712661.68
251,566085.3988888889
252,440024.0333333333
253,522623.64666666667
254,539759.3566666667
255,327124.76
256,368468.7966666667
257,333015.8466666667
258,1025085.9233333333
259,282200.0966666667
260,2524910.0
261,358520.28
262,724638.1166666667
263,825112.1
264,639835.38
265,605933.9633333334
266,866190.0
267,248506.71666666667
268,413125.36666666664
269,571434.8966666666
270,408680.06
271,537995.6466666666
272,335591.9866666667
273,583670.0933333334
274,435216.45
275,1416454.7333333334
276,194233.41333333333
277,338794.1666666667
278,576105.1766666666
279,443871.61
280,251195.77
281,699539.5733333334
282,303998.65
283,506988.92
284,360823.5333333333
285,606363.74
286,337226.4166666667
287,631043.9466666667
288,406426.61333333334
289,357037.38333333336
290,520456.1666666667
291,444796.55
292,189282.645
293,224816.80666666667
294,759405.66
295,744761.8166666667
296,501187.3333333333
297,228452.51555555552
298,444352.86666666664
299,784996.3666666667
300,585310.51
301,537596.8433333334
302,389027.47
303,639222.14
304,375609.10777777777
305,730630.0
306,459815.49333333335
307,426657.31333333335
308,260138.0
309,409530.3466666667
310,251789.56333333332
311,831436.87
312,818351.38
313,1357944.5933333333
314,898126.6666666666
315,266177.99333333335
316,907108.75
317,246825.18444444443
318,971794.1533333333
319,376345.75
320,321572.97
321,572032.0622222222
322,325191.73
323,217905.75666666665
324,455582.07666666666
325,365209.25333333336
326,833489.43
327,426510.32
328,271609.0277777778
329,192588.75
330,644797.7344444445
331,319977.29333333333
332,298426.62333333335
333,296080.2266666667
334,455074.5366666667
335,383527.4995238095
336,614389.0466666666
337,312605.83
338,1350409.5333333334
339,206253.42888888888
340,1384723.3333333333
341,571518.8533333334
342,587243.1166666667
343,590741.8877777779
344,848865.6266666667
345,878173.75
346,552523.7777777779
347,337511.83666666667
348,537574.0577777777
349,865008.0333333333
350,216925.4622222222
351,481312.99666666664
352,379376.28
353,1034068.0866666667
354,241161.56333333332
355,691825.9455555555
356,576802.6866666666
357,823538.7133333334
358,656439.9488888888
359,915673.4666666667
360,386138.31666666665
361,1070813.7633333334
362,261009.33666666667
363,675454.1666666666
364,758969.85
365,263824.97777777776
366,678929.13
367,249891.67333333334
368,1312613.56
369,323334.60333333333
370,489259.0466666667
371,460398.5833333333
372,532175.32
373,513696.4066666667
374,490268.9666666667
375,305357.01
376,247116.99666666667
377,766502.271111111
378,241067.19333333333
379,457609.53888888896
380,490561.3333333333
381,582013.6933333334
382,733500.4233333333
383,388035.21
384,431818.26666666666
385,293342.94
386,386772.00666666665
387,575845.3433333334
388,531672.7666666667
389,523803.04
390,565458.57
391,416061.58444444445
392,579159.4033333333
393,507062.08666666667
394,579932.7666666667
395,329081.74333333335
396,270410.10777777777
397,1147806.7633333334
398,850228.6233333333
399,394184.5
400,293933.3258333333
401,409631.8
402,754632.0533333333
403,273837.83666666667
404,481852.06666666665
405,466484.74
406,570340.77
407,592345.8366666667
408,291387.8722222222
409,362550.37333333335
410,478311.73333333334
411,400969.89
412,546309.1533333333
413,594824.9733333334
414,235064.28
415,329855.8553333333
416,656155.3566666667
417,518028.5833333333
418,1037470.5666666667
419,423075.25333333336
420,407462.44666666666
421,447031.76
422,265020.7366666667
423,776759.2066666667
424,431960.0466666667
425,580159.3466666667
426,350331.3888888889
427,682689.43
428,527046.77
429,268169.44333333336
430,616410.1933333334
431,527095.85
432,837357.5066666667
433,362452.26
434,674420.0366666666
435,507856.7677777777
436,575601.7777777779
437,581564.59
438,499780.3
439,248612.3122222222
440,731522.5666666667
441,347118.25666666665
442,528406.51
443,216908.60333333333
444,337029.61
445,342363.12
446,376880.2266666667
447,2126118.0
448,364406.1666666667
449,1067254.1533333333
450,524095.9
451,191247.8
452,578282.27
453,465550.81333333335
454,378703.9266666667
455,743851.5033333333
456,350498.73888888885
457,802783.3766666667
458,372389.6
459,292119.9066666667
460,436123.7133333333
461,560247.69
462,1248314.2
463,518192.25
464,1448106.4
465,543345.8433333334
466,461055.0
467,645457.79
468,858653.5133333333
469,441006.35
470,686563.0933333334
471,457399.4266666667
472,390394.57666666666
473,1366474.4966666666
474,487440.37111111113
475,462193.15
476,299123.27535714285
477,390358.17
478,377697.24666666664
479,327513.6566666667
480,191108.4738095238
481,234071.23333333334
482,349041.9266666667
483,363863.36
484,404223.06333333335
485,451268.0466666667
486,602182.9866666667
487,260221.15333333332
488,738905.0166666667
489,309492.0333333333
490,655368.8
491,741393.7777777779
492,601995.0233333333
493,586998.7633333333
494,1231605.0033333334
495,347916.52
496,805353.77
497,353188.85333333333
498,525064.4433333334
499,384562.67
500,322613.25
501,408210.75333333336
502,417684.1766666667
503,607232.92
504,322695.5233333333
505,636351.11
506,648891.8766666667
507,918813.2233333334
508,413263.6516666667
509,482953.5733333333
510,1452590.1476190477
511,673142.9666666667
512,905889.9266666666
513,680716.3033333333
514,342740.98
515,733433.68
516,426048.79333333333
517,216762.42666666667
518,328982.91
519,298897.8566666667
520,302055.83666666667
521,643187.5566666666
522,538933.6833333333
523,317047.1888888889
524,583964.6333333333
525,249629.41333333333
526,527254.41
527,277749.9
528,939380.9166666666
529,497214.88333333336
530,752408.0444444445
531,417971.5366666667
532,1013875.0666666667
533,437924.17
534,227046.75666666665
535,259696.17444444442
536,325581.26666666666
537,894156.4266666666
538,566864.2633333333
539,872038.17
540,550532.35
541,338200.2166666667
542,1018631.6555555556
543,250049.27083333334
544,1442243.9666666666
545,511152.00333333336
546,331088.81333333335
547,1485693.05
548,685264.38
549,295984.63333333336
550,674771.1166666667
551,342320.38333333336
552,629401.2933333333
553,1521044.5777777778
554,280821.83666666667
555,475043.00666666665
556,271040.24
557,297300.74333333335
558,233027.69333333333
559,736360.4766666667
560,391250.8
561,269150.7683333333
562,560360.7066666667
563,510990.45
564,176480.69
565,841192.03
566,233430.43666666668
567,657282.7766666666
568,231617.0238888889
569,647295.6677777778
570,538044.8533333334
571,371012.11666666664
572,731907.1244444444
573,268308.41
574,363941.91333333333
575,275992.19333333336
576,302293.2916666667
577,474318.8333333333
578,406539.62333333335
579,629226.3
580,384660.25
581,757399.3
582,804302.4133333333
583,317131.87333333335
584,260792.37666666668
585,355031.26
586,237554.92333333334
587,352455.0
588,288225.19444444444
589,387546.56666666665
590,395831.2133333333
591,786665.5066666667
592,296134.56666666665
593,221054.04333333333
594,530726.6022222223
595,433994.4
596,889647.3866666667
597,737982.6666666666
598,895222.12
599,350970.12333333335
600,494326.2
601,388947.9266666667
602,747674.3733333333
603,171297.00198412698
604,338550.6666666667
605,251659.96666666667
606,431491.92
607,307723.63333333336
608,313853.26666666666
609,530082.9633333334
610,802504.77
611,215348.34555555557
612,467131.89
613,360659.25666666665
614,479659.8566666667
615,233025.3
616,290127.2866666667
617,364893.34444444446
618,484091.2233333333
619,593386.1
620,1066305.9
621,558707.6233333333
622,2438038.8333333335
623,681479.8933333333
624,894504.6133333333
625,751632.8133333334
626,316785.4603174603
627,658609.7966666666
628,1191739.9666666666
629,640979.46
630,318694.23333333334
